source,page,chunk_id,text
100 idees pour enseigner les ha - Mehdi Liratni,28,100 idees pour enseigner les ha - Mehdi Liratni_p28_c0,"les codes de politesse et les conventions sociales, s’adapter aux modifications de ces règles en fonction des milieux ou des partenaires… • La socialisation et le plaisir partagé avec autrui : s’intégrer dans un groupe, jouer avec l’autre, nouer des relations amicales, amoureuses, familiales, prendre du plaisir et faire plaisir à l’autre. • L’autonomie dans la vie quotidienne : être autonome pour nos besoins propres (autonomie personnelle : hygiène, santé…), domestiques (faire la vaisselle, faire à manger…) et sociaux (savoir téléphoner, faire une petite course, se déplacer avec les transports en commun…). Agnes HEIJLIGERS <a.heijligers@gmail.com>"
100 idees pour enseigner les ha - Mehdi Liratni,29,100 idees pour enseigner les ha - Mehdi Liratni_p29_c0,"CHAPITRE I ENSEIGNER AVEC UNE PÉDAGOGIE COMPORTEMENTALE La clef de la réussite : la motivation, la récompense et le plaisir partagé ! Agnes HEIJLIGERS <a.heijligers@gmail.com>"
100 idees pour enseigner les ha - Mehdi Liratni,30,100 idees pour enseigner les ha - Mehdi Liratni_p30_c0,"IDÉE 5 QUELLE MÉTHODE EFFICACE POUR APPRENDRE LES COMPORTEMENTS SOCIAUX ? Pour qu’un comportement se répète et s’apprenne, il faut le récompenser ! Les comportements sociaux, les plus basiques comme les plus élaborés, obéissent tous, sans exception, aux mêmes lois : celle de l’apprentissage par conditionnement opérant (Skinner, 1991, 1992). De quoi s’agit-il ? Il s’agit du fait que certains comportements vont se répéter face aux mêmes situations, car, à plusieurs reprises, ces mêmes comportements ont une conséquence positive (gratifications sociales…). On appelle ce phénomène : le renforcement positif. Certains comportements se « renforcent » (face aux mêmes déclencheurs) alors que d’autres vont diminuer s’ils ne sont pas « renforcés ». Par exemple, quand un bébé imite un modèle de mouvement proposé par un parent (lever les mains…), le parent va lui sourire, le chatouiller, le féliciter. Le bébé « neuro-typique », très sensible à ce type de conséquences positives, imitera très probablement à nouveau son parent les prochaines fois. Skinner (1992) est un des chercheurs les plus célèbres ayant démontré ce paradigme du renforcement positif et du conditionnement opérant. Il a posé les jalons d’une discipline répondant aujourd’hui aux plus hauts standards scientifiques : les sciences de l’apprentissage et du comportement."
100 idees pour enseigner les ha - Mehdi Liratni,30,100 idees pour enseigner les ha - Mehdi Liratni_p30_c1,"Skinner a souvent été décrié, voire moqué, par d’autres chercheurs qui jugeaient son rapprochement entre l’apprentissage animal et l’apprentissage humain trop simpliste, car la plupart de ses premiers travaux éminents se sont basés sur des comportements animaux (Skinner, 1991). Au passage, c’est bien mal juger les animaux et certaines formes de leurs intelligences, parfois subtiles, qui nous échappent encore. Bref, cette critique « facile » passe ainsi régulièrement sous silence toute la"
100 idees pour enseigner les ha - Mehdi Liratni,31,100 idees pour enseigner les ha - Mehdi Liratni_p31_c0,"rigueur scientifique développée en science comportementale de l’apprentissage. Les détracteurs de Skinner, bien évidemment, connaissent souvent mal, voire ignorent certaines de ses démonstrations implacables qui positionnent aujourd’hui cette science parmi les théories et méthodes d’apprentissage les plus documentées sur le plan scientifique. Mais surtout les plus efficaces face à d’autres approches thérapeutiques ou méthodes d’enseignement. Pourquoi ? Eh bien, car l’objet d’étude « apprentissages et comportements » est considéré comme un objet scientifique dont il faut dégager des lois logiques et pragmatiques. La façon d’appréhender (l’apprentissage et les comportements) étant scientifique, des données robustes, fiables et reproductibles ont pu émerger de ces études. Dans les prochaines idées que nous allons développer, nous ferons donc très souvent référence à la méthode « comportementale » d’apprentissage appelée ABA (Applied Behavior Analysis, Analyse Appliquée du Comportement, Rivière, 2006, Leaf & Milcent, 2006). Cette méthode est strictement fondée sur les travaux en sciences comportementales de l’apprentissage. Le recours précoce et intensif à cette méthode est aujourd’hui recommandé dans le monde entier pour l’accompagnement des enfants (et adultes) avec autisme (Haute Autorité de Santé, 2012). Outre Atlantique (États-Unis, Canada), cette approche est également largement diffusée pour tout type de public, que ce soit pour les enfants « neuro-typiques » ou pour les enfants à besoins particuliers."
100 idees pour enseigner les ha - Mehdi Liratni,31,100 idees pour enseigner les ha - Mehdi Liratni_p31_c1,"En effet, si cette méthode est scientifique et efficace, pourquoi la cantonnerait-on à un seul type d’enfants ? Nous regrettons d’ailleurs que cette méthode ne soit pas enseignée prioritairement dans les centres de formation français d’enseignants ou d’éducateurs, ce qui permettrait un gain de temps et d’efficacité conséquent étant donné sa possible application à tout type de public. La motivation : intrinsèque et extrinsèque ? Valeurs personnelles ou récompenses ? Nous plébiscitons particulièrement cette méthode ABA chez l’enfant, mais il nous semble très important de parler dès maintenant de motivation « intrinsèque ». De manière opposée à la motivation"
100 idees pour enseigner les ha - Mehdi Liratni,32,100 idees pour enseigner les ha - Mehdi Liratni_p32_c0,"extrinsèque (que l’on pourrait schématiser par « travailler pour des récompenses externes »), la motivation intrinsèque est une motivation qui nous pousse à agir grâce à des récompenses « internes » (être fier de soi, faire quelque chose qui a du sens, qui a de la valeur). Il est démontré que, chez l’adulte, c’est la motivation intrinsèque qui est la plus opérante dans le domaine du travail (Pink, 2016) (psychologie des entreprises…) et du changement comportemental (arrêter de fumer, se mettre au sport…). Le problème est que chez l’enfant, la motivation intrinsèque est, au départ, difficilement source de changement comportemental. Par exemple, le fait de savoir que se brosser les dents va aider à avoir une bonne hygiène, va éviter les caries, est une manière de prendre soin de sa santé… n’est souvent pas perçu comme une récompense suffisamment puissante pour engager les enfants à le faire tous les jours sans aucun rappel. Et surtout pour maintenir ce comportement dans le temps. Ainsi, même si nous parlerons sans cesse de félicitations et récompenses « externes » dans cet ouvrage, il est important de dire que, pour de nombreux apprentissages, parallèlement à la récompense, nous expliquerons à l’enfant la valeur éducative, morale et altruiste que peut avoir tel ou tel apprentissage, dans le but d’éveiller, peu à peu, cette motivation intrinsèque."
100 idees pour enseigner les ha - Mehdi Liratni,32,100 idees pour enseigner les ha - Mehdi Liratni_p32_c1,Agnes HEIJLIGERS <a.heijligers@gmail.com>
100 idees pour enseigner les ha - Mehdi Liratni,33,100 idees pour enseigner les ha - Mehdi Liratni_p33_c0,"IDÉE 6 AVANT DE LUI APPRENDRE LES HABILETÉS SOCIALES, L’ENFANT DOIT ÊTRE « FAN » DE VOUS ! Nous l’avons vu dans l’idée précédente, pour qu’un comportement social apparaisse chez l’enfant, pour qu’il se répète et se stabilise dans le temps, il va falloir le « renforcer », c’est-à-dire lui donner des conséquences suffisamment positives. Mais avant toute chose, il faudra que la personne qui enseigne les comportements sociaux soit elle-même associée à une forte motivation et à un fort plaisir. Il sera alors très important que le parent (ou l’éducateur, l’enseignant) instaure, avant l’apprentissage des codes sociaux, des « moments spéciaux » (notion utilisée dans le programme de Barlkey, 2013, pour les enfants avec TDAH) ou des « moments de pairing » (terme utilisé en ABA). Il s’agit de moments privilégiés où l’on va proposer les activités préférées de l’enfant sans aucune condition de travail (jeux préférés, aliments préférés…). Ceci afin que l’enfant vous associe à ces moments très agréables. C’est pour cette raison qu’en ABA, on compare souvent l’adulte-enseignant à une « bonne grand-mère », c’est-à-dire une personne qui cherche à vous faire plaisir avec des exigences éducatives limitées (ce rôle d’exigence étant plutôt réservé aux parents). La « bonne grand-mère » voit parfois peu ses petits- enfants et souhaite, dans un temps limité, que ces derniers mémorisent un maximum de souvenirs et de sensations agréables à son sujet."
100 idees pour enseigner les ha - Mehdi Liratni,33,100 idees pour enseigner les ha - Mehdi Liratni_p33_c1,"N’a- t-on pas davantage envie d’apprendre avec quelqu’un qui, régulièrement, cherche à nous faire plaisir de manière inconditionnelle ? L’idée est donc de créer une association positive et puissante entre l’adulte et l’enfant afin de créer une meilleure adhésion de ce dernier aux apprentissages proposés ultérieurement. Cette règle se vérifie chez tous les enfants et davantage chez les enfants présentant des troubles de l’interaction sociale (comme dans"
100 idees pour enseigner les ha - Mehdi Liratni,34,100 idees pour enseigner les ha - Mehdi Liratni_p34_c0,"l’autisme), car ce public peut initialement avoir beaucoup de mal à éprouver du plaisir dans l’échange. L’interaction peut même parfois être source d’anxiété pour ces enfants, car trop imprévisible (les personnes avec autisme ayant une préférence pour les activités bien repérées, voire répétitives). Agnes HEIJLIGERS <a.heijligers@gmail.com>"
100 idees pour enseigner les ha - Mehdi Liratni,35,100 idees pour enseigner les ha - Mehdi Liratni_p35_c0,"IDÉE 7 POUR QU’UN SYSTÈME DE RÉCOMPENSE FONCTIONNE, CONTRÔLEZ EFFICACEMENT L’ENVIRONNEMENT ! Un des premiers objectifs que nous chercherons à développer, avant tout apprentissage plus complexe, est de créer (ou parfois de recréer) une relation positive et agréable avec l’enfant. Pour cela, nous proposerons, par exemple, les activités (jeux de société, jeux vidéo…) ou aliments préférés de l’enfant uniquement en notre présence et nous nous intégrerons dans les jeux/goûters petit pas par petit pas (surtout dans le cas de l’autisme), sauf si l’enfant nous demande explicitement d’y participer (alors là, allons-y sans hésiter !). Par contre, il faudra, au maximum, éviter de présenter ces activités préférées en notre absence, car l’association entre nous et ces activités serait amoindrie. En effet, si ces activités/aliments sont en libre-service 24/24, elles ne constitueront plus un renforçateur puissant et notre intrusion dans ces activités pourra, au contraire, être vécue comme punitive par l’enfant, car il ne comprendra pas pourquoi certaines fois il peut jouer sans aucune supervision ou aucun échange et que d’autres fois, nous y associons notre présence et/ou des échanges. Si les activités préférées de l’enfant sont déjà en libre-service dans votre fonctionnement actuel, réduisez progressivement, un peu chaque jour, leur durée, de sorte qu’au bout d’une semaine ou deux, vous ne les proposiez qu’en votre présence."
